"","total_energy","Sex","Age","Lifestage","with.pup","pup_cost","Growth","perc_time_activity","min_per_day_activity","actual_costs_activity","new_perc_time_forage","metabolic_rates_forage","time_needed_to_forage","metabolic_rates_rest","foraging_cost","new_perc_time_rest","new_min_per_day_rest","new_resting_cost"
"38",13043.7750669265,"F",13,"adult","no",0,0.4,0.09,125.28,1344.8808,0.659381614353121,10.0909,949.509524668494,5.7969,9581.40566247731,0.250618385646879,365.210475331506,2117.08860444921
"39",15537.9806415516,"F",13,"adult","yes",3931,0.4,0.06,92.45,984.511144,0.454519371757678,10.0909,654.507895331056,5.7969,6604.57372099615,0.485480628242322,693.042104668944,4017.4957765554
"40",18248.551958235,"M",13,"adult","no",0,0.44,0.24,345.6,5717.05344,0.558673825955597,12.7022,804.49030937606,7.9758,10218.7968077566,0.201326174044403,289.90969062394,2312.26171047842
"41",13061.3863936183,"F",14,"adult","no",0,0.33,0.09,125.28,1346.1336,0.660275279461111,10.1003,950.796402424,5.8023,9603.32890340313,0.249724720538889,363.923597576,2111.59389021522
"42",15552.1806805971,"F",14,"adult","yes",3931,0.33,0.06,92.45,985.428248,0.455078115725188,10.1003,655.31248664427,5.8023,6618.85270885312,0.484921884274812,692.23751335573,4016.56972374395
"43",18264.0115705113,"M",14,"adult","no",0,0.29,0.24,345.6,5720.92416,0.559151720974656,12.7108,805.178478203505,7.9812,10234.4626007491,0.200848279025344,289.221521796494,2308.33480976218
"44",13079.0227051191,"F",15,"adult","no",0,0.27,0.09,125.28,1347.3864,0.661169701611508,10.1097,952.084370320571,5.8077,9625.28735862988,0.248830298388492,362.635629679429,2106.07894648922
"45",15566.3992164749,"F",15,"adult","yes",3931,0.27,0.06,92.45,986.345352,0.455637192241798,10.1097,656.11755682819,5.8077,6633.15166426595,0.484362807758202,691.43244317181,4015.63220020892
"46",18271.7184635397,"M",15,"adult","no",0,0.19,0.24,345.6,5722.85952,0.559390732375234,12.7151,805.522654620336,7.9839,10242.301105763,0.200609267624766,288.877345379664,2306.3678377767
"47",13087.8364861244,"F",16,"adult","no",0,0.23,0.09,125.28,1348.0128,0.661617196878285,10.1144,952.72876350473,5.8104,9636.27980559224,0.248382803121715,361.99123649527,2103.31388053212
"48",15573.5016730967,"F",16,"adult","yes",3931,0.23,0.06,92.45,986.803904,0.455916855298807,10.1144,656.520271630282,5.8104,6640.30863537732,0.484083144701193,691.029728369718,4015.15913371941
"49",18279.4667483244,"M",16,"adult","no",0,0.13,0.24,345.6,5724.79488,0.559629786385029,12.7194,805.866892394441,7.9866,10250.1433511219,0.200370213614971,288.533107605559,2304.39851720256
"50",13096.6640204777,"F",17,"adult","no",0,0.2,0.09,125.28,1348.6392,0.662064881766678,10.1191,953.373429744017,5.8131,9647.28107292268,0.247935118233322,361.346570255983,2100.54374755506
"51",15580.6162567728,"F",17,"adult","yes",3931,0.2,0.06,92.45,987.262456,0.456196601604484,10.1191,656.923106310456,5.8131,6647.47060506614,0.483803398395516,690.626893689544,4014.68319570669
"52",18279.4267483244,"M",17,"adult","no",0,0.09,0.24,345.6,5724.79488,0.559629786385029,12.7194,805.866892394441,7.9866,10250.1433511219,0.200370213614971,288.533107605559,2304.39851720256
"53",13105.4953105654,"F",18,"adult","no",0,0.17,0.09,125.28,1349.2656,0.662512756397239,10.1238,954.018369212025,5.8158,9658.2911662287,0.247487243602761,360.701630787975,2097.76854433671
"54",15587.732968453,"F",18,"adult","yes",3931,0.17,0.06,92.45,987.721008,0.456476431196006,10.1238,657.326060922248,5.8158,6654.63757556466,0.483523568803994,690.223939077752,4014.20438488839
"55",18279.3967483244,"M",18,"adult","no",0,0.06,0.24,345.6,5724.79488,0.559629786385029,12.7194,805.866892394441,7.9866,10250.1433511219,0.200370213614971,288.533107605559,2304.39851720256
"56",13105.4698819384,"F",19,"adult","no",0,0.144571373,0.09,125.28,1349.2656,0.662512756397239,10.1238,954.018369212025,5.8158,9658.2911662287,0.247487243602761,360.701630787975,2097.76854433671
"57",15587.707539826,"F",19,"adult","yes",3931,0.144571373,0.06,92.45,987.721008,0.456476431196006,10.1238,657.326060922248,5.8158,6654.63757556466,0.483523568803994,690.223939077752,4014.20438488839
"58",18287.1864252375,"M",19,"adult","no",0,0.04,0.24,345.6,5726.73024,0.559868883015437,12.7237,806.211191542229,7.9893,10257.9893378259,0.200131116984563,288.188808457771,2302.42684741167
