"","total_energy","Sex","Age","Lifestage","with.pup","pup_cost","Growth","perc_time_activity","min_per_day_activity","actual_costs_activity","new_perc_time_forage","metabolic_rates_forage","time_needed_to_forage","metabolic_rates_rest","foraging_cost","new_perc_time_rest","new_min_per_day_rest","new_resting_cost"
"39",15140.1223586551,"F",13,"adult","yes",3931,0.4,0.06,92.45,984.511144,0.390175991638061,10.0909,561.853427958807,5.7969,5669.60675618953,0.549824008361939,785.696572041193,4554.60445846559
"40",17730.0303982092,"M",13,"adult","no",0,0.44,0.24,345.6,5717.05344,0.482488057361192,12.7022,694.782802600117,7.9758,8825.27011518721,0.277511942638808,399.617197399883,3187.26684302199
"41",12432.5524728412,"F",14,"adult","no",0,0.33,0.09,125.28,1346.1336,0.558672156436003,10.1003,804.487905267844,5.8023,8125.5691895768,0.351327843563997,510.232094732156,2960.51968326439
"42",15153.3604125535,"F",14,"adult","yes",3931,0.33,0.06,92.45,985.428248,0.390639186112638,10.1003,562.520428002199,5.8023,5681.62507895061,0.549360813887362,785.029571997801,4554.97708560284
"43",17744.6151590359,"M",14,"adult","no",0,0.29,0.24,345.6,5720.92416,0.482889044973838,12.7108,695.360224762327,7.9812,8838.58474490898,0.277110955026162,399.039775237673,3184.81625412692
"44",12448.5250625599,"F",15,"adult","no",0,0.27,0.09,125.28,1347.3864,0.559392485174833,10.1097,805.52517865176,5.8077,8143.61789861569,0.350607514825167,509.19482134824,2957.25076394418
"45",15166.6152683738,"F",15,"adult","yes",3931,0.27,0.06,92.45,986.345352,0.391102617221603,10.1097,563.187768799109,5.8077,5693.65938622835,0.548897382778397,784.362231200891,4555.34053014542
"46",17751.8842406791,"M",15,"adult","no",0,0.19,0.24,345.6,5722.85952,0.483089585076949,12.7151,695.649002510807,7.9839,8845.24663182516,0.276910414923051,398.750997489193,3183.58808885397
"47",12456.5056693566,"F",16,"adult","no",0,0.23,0.09,125.28,1348.0128,0.559752843181506,10.1144,806.044094181369,5.8104,8152.65238618803,0.350247156818494,508.675905818631,2955.61048316858
"48",15173.2352486337,"F",16,"adult","yes",3931,0.23,0.06,92.45,986.803904,0.391334421570656,10.1144,563.521567061744,5.8104,5699.68253788931,0.548665578429344,784.028432938256,4555.51880674444
"49",17759.1944568248,"M",16,"adult","no",0,0.13,0.24,345.6,5724.79488,0.48329015605409,12.7194,695.937824717889,7.9866,8851.91156771672,0.27670984394591,398.462175282111,3182.35800910811
"50",12464.4991528393,"F",17,"adult","no",0,0.2,0.09,125.28,1348.6392,0.56011333037224,10.1191,806.563195736025,5.8131,8161.69363397241,0.34988666962776,508.156804263975,2953.96631886691
"51",15179.8669313298,"F",17,"adult","yes",3931,0.2,0.06,92.45,987.262456,0.391566285146338,10.1191,563.855450610726,5.8131,5705.709690275,0.548433714853662,783.694549389274,4555.69478505479
"52",17759.1544568248,"M",17,"adult","no",0,0.09,0.24,345.6,5724.79488,0.48329015605409,12.7194,695.937824717889,7.9866,8851.91156771672,0.27670984394591,398.462175282111,3182.35800910811
"53",12472.4955145552,"F",18,"adult","no",0,0.17,0.09,125.28,1349.2656,0.560473946816513,10.1238,807.082483415778,5.8158,8170.74164560466,0.349526053183487,507.637516584222,2952.31826895052
"54",15186.5003171144,"F",18,"adult","yes",3931,0.17,0.06,92.45,987.721008,0.391798207971351,10.1238,564.189419478745,5.8158,5711.74084491892,0.548201792028649,783.360580521255,4555.86846419551
"55",17759.1244568248,"M",18,"adult","no",0,0.06,0.24,345.6,5724.79488,0.48329015605409,12.7194,695.937824717889,7.9866,8851.91156771672,0.27670984394591,398.462175282111,3182.35800910811
"56",12472.4700859282,"F",19,"adult","no",0,0.144571373,0.09,125.28,1349.2656,0.560473946816513,10.1238,807.082483415778,5.8158,8170.74164560466,0.349526053183487,507.637516584222,2952.31826895052
"57",15186.4748884874,"F",19,"adult","yes",3931,0.144571373,0.06,92.45,987.721008,0.391798207971351,10.1238,564.189419478745,5.8158,5711.74084491892,0.548201792028649,783.360580521255,4555.86846419551
"58",17766.475807735,"M",19,"adult","no",0,0.04,0.24,345.6,5726.73024,0.48349075791239,12.7237,696.226691393841,7.9893,8858.57955328782,0.27650924208761,398.173308606159,3181.12601444718
